,src,rel,tgt,time,text
365,India,Accuse,Congress (India),2016-01-01,"He also maintained that the government, which accuses the Congress of delaying the passage of the GST bill, is yet to give its written reply to the key demands of the principal opposition party."
366,Citizen (India),Accuse,India,2016-01-01,LUCKNOW: Shia cleric Maulana Kalbe Jawab on Friday accused the state government of adopting double standards on Ram temple dispute and being anti-Muslim.
367,Military (India),Increase military alert status,India,2016-01-01,"'BSF troops guarding the international border and the army guarding the LoC in Jammu, Samba and Kathua districts have been cautioned to maintain extra vigil on the border' the official added."
368,Military Personnel - Special (India),Increase military alert status,India,2016-01-01,"Chandigarh, Jan 1 (IANS) Security forces were put on high alert in Pathankot in Punjab's frontier district Gurdaspur on Friday after a senior police officer said he and his associates were seized by five armed men in army fatigues."
369,Police (India),Increase police alert status,India,2016-01-01,"Pathankot, Jan. 1 -- Punjab police on Friday put the border districts of Pathankot and Gurdaspur on high alert after a senior police officer and two others were allegedly abducted by five men in army fatigues and beaten up before being released near Pathankot."
370,Citizen (India),Express intent to meet or negotiate,India,2016-01-01,The South Indian artistes’ association general secretary Vishal will visit the most affected village of Cuddalore with Organisation for Eelam Refugees Rehabilitation director Poongkothai Chandrahasan next week to launch 'Makkalukaaga Naam’ in the flood-hit district.
371,Narendra Modi,Express intent to meet or negotiate,India,2016-01-01,"Mr. Modi is scheduled to arrive at Mandakalli Airport by 5 a.m. on Saturday and drive along the Mysuru-Nanjangud road to Sri Ganapathy Sachchidananda Ashram, where he will inaugurate a hospital."
372,Harish Rawat,Express intent to meet or negotiate,India,2016-01-01,"DEHRADUN: On the first day of the New Year, chief minister Harish Rawat on Friday flew to Kedarnath to pay obeisance at the shrine there."
373,Narendra Modi,Express intent to meet or negotiate,India,2016-01-01,"The statement said Modi will visit Karnataka on January 2 and 3, 2016."
374,Narendra Modi,Express intent to meet or negotiate,India,2016-01-01,"New Delhi, Jan 1 (IANS) Prime Minister Narendra Modi will visit Karnataka on Saturday and Sunday where he will inaugurate the Indian Science Congress, an official statement said on Friday."
375,Military (France),Express intent to meet or negotiate,India,2016-01-01,"'A contingent of French army personnel will arrive at Bikaner in next few days to participate in the exercise,' a defence ministry press release issued here on Friday said"
376,Narendra Modi,Express intent to meet or negotiate,India,2016-01-01,"He will arrive in Mysuru on Saturday afternoon where he will visit the Avadhoota Datta Peetham, an ashram in the city."
377,Citizen (India),Express intent to meet or negotiate,India,2016-01-01,Inspector general of police V Ranganathan told TOI that the deceased along with his five friends had come to Goa on December 25 and they have visited the casinos on the next two days.
378,Police (India),Use conventional military force,India,2016-01-01,"NEW DELHI, Jan. 2 (Xinhua) -- At least two militants were killed in gunfight with security forces and police when they attacked an air base in the northern Indian state of Punjab near the Pakistan border early Saturday morning, said security forces."
379,India,Provide humanitarian aid,Rajendra Mahato,2016-01-01,KATHMANDU : Sadbhawana Party Chairman Rajendra Mahato was airlifted to New Delhi for treatment today after his condition did not improve.
380,India,Expel or deport individuals,Citizen (Pakistan),2016-01-01,"Sami, who was born in Britain and was earlier a Canadian citizen, received Indian citizenship a day after renowned Pakistani singer Rahat Fateh Ali Khan was deported from Rajiv Gandhi International Airport (RGIA) in Hyderabad on Thursday due to technical flaws."
381,Pakistan,Share intelligence or information,India,2016-01-01,"Text of report by Indian news agency PTI New Delhi, 1 Jan: India and Pakistan on Friday [1 January] exchanged for the 25th consecutive year a list of their nuclear installations under a bilateral agreement that bars them from attacking each other's atomic facilities."
382,Pakistan,Share intelligence or information,India,2016-01-01,NEW DELHI - 1 - 1 (KUNA) -- India and Pakistan exchanged Friday private lists nuclear installations in both countries under the bilateral agreement which binds both parties to refrain from attacking each other's nuclear installations.
383,India,Share intelligence or information,Pakistan,2016-01-01,"Indian foreign ministry said in a press statement that 'New Delhi and Islamabad have exchanged the list of nuclear installations and facilities on the covered by the Agreement on the Prohibition of the attack on the nuclear installations between India and Pakistan through diplomatic channels twenty-fifth time, respectively.'"
384,India,Share intelligence or information,Pakistan,2016-01-01,"Text of report by Indian news agency PTI New Delhi, 1 Jan: India and Pakistan on Friday [1 January] exchanged for the 25th consecutive year a list of their nuclear installations under a bilateral agreement that bars them from attacking each other's atomic facilities."
385,India,Share intelligence or information,Pakistan,2016-01-01,NEW DELHI - 1 - 1 (KUNA) -- India and Pakistan exchanged Friday private lists nuclear installations in both countries under the bilateral agreement which binds both parties to refrain from attacking each other's nuclear installations.
386,Men (Pakistan),"Protest violently, riot",India,2016-01-01,"Police have stepped up security after Singh's claim that the attackers were in army uniform after the terrorist attack in July last year when heavily-armed men in army fatigues had sprayed bullets on a moving bus and stormed the Dinanagar police station, killing six persons, including an SP, and injuring eight others in Gurdaspur district bordering Pakistan."
387,Ministry of Women (India),Demand,India,2016-01-01,"RAIPUR: Union ministry of women and child and home affairs have issued order to Chhattisgarh and each district collector to launch yet another dedicated campaign 'Operation Smile II' from January 1 to 31, 2016 to intensify tracking of missing children and conduct raids at public places to identify street children."
388,Police (India),Mobilize or increase police power,India,2016-01-01,The MP’s white SUV was stopped by police officials deployed near India Gate and he was sitting on the back seat of the vehicle.
389,Police (India),Confiscate property,India,2016-01-01,"Based on a tip off that ganja plants were cultivated in a field in Bargur near Andhiyur in Erode district, police formed a special team and raided the farms at Eretti village."
390,Terrorist (Pakistan),Use unconventional violence,India,2016-01-02,"Besides the IAF base in Pathankot, which was attacked by suspected Pakistani terrorists, Punjab has frontline IAF bases in Adampur (near Jalandhar), Halwara (near Ludhiana) and Bathinda and substantial army presence at various places, including Jalandhar (11 Corps), Pathankot, Amritsar, Bathinda (10 Corps) and Patiala (1st Armoured Division)."
391,Armed Gang (India),Use unconventional violence,India,2016-01-02,"A shootout broke out between security forces and a small group of attackers after the gunmen, reportedly clad in army uniforms, stormed the Pathankot air base."
392,Terrorist (India),Use unconventional violence,India,2016-01-02,A group of terrorists launched an attack at the Pathankot air base early this morning.
393,Militant (India),Use unconventional violence,India,2016-01-02,"NEW DELHI, Jan. 2 (Xinhua) -- Indian security forces Saturday afternoon wound up their combing operation against militants who attacked an airbase in the northern state of Punjab near the Pakistan border, killing another gunman."
394,Citizen (India),Use unconventional violence,India,2016-01-02,"Mahesh Yadav, a constable posted at the Nainpur police station, was part of a team of cops which conducted a raid at Bhaiswahi village and arrested one Sabir Khan among several accused of gun firing on Friday night."
395,Terrorist (Pakistan),Use unconventional violence,India,2016-01-02,"Besides the IAF base in Pathankot, which was attacked by suspected Pakistani terrorists, Punjab has frontline IAF bases in Adampur (near Jalandhar), Halwara (near Ludhiana) and Bathinda and substantial Army presence at various places, including Jalandhar (11 Corps), Pathankot, Amritsar, Bathinda (10 Corps) and Patiala (1st Armoured Division)."
396,Armed Gang (India),Use unconventional violence,India,2016-01-02,At least five gunmen attacked a major airbase in Pathankot in the northern Indian state of Punjab early Saturday.
397,Terrorist (India),Use unconventional violence,India,2016-01-02,"Chandigarh/Pathankot, Jan. 3 -- A group of five terrorists managed to dodge security personnel for more than 24 hours before mounting an attack on the Indian Air Force base in Pathankot, which experts attributed to chinks in the security set-up of the border districts of Punjab."
398,Militant (India),Use unconventional violence,India,2016-01-02,"The militants stormed Pathankot base in Punjab state in the early hours of Saturday morning and at least four of them were shot dead in the hours-long firefight, according to PTI."
399,Militant (India),Use unconventional violence,India,2016-01-02,"NEW DELHI, Jan. 2 (Xinhua) -- Indian Prime Minister Narendra Modi Saturday evening hailed the defeat of militants who staged an attack upon a major airbase in northern India."
400,Armed Gang (Pakistan),Use unconventional violence,India,2016-01-02,"(Al Jazeera online) - A group of gunmen has attacked an Indian Air Force (IAF) base in the northwestern state of Punjab that borders Pakistan, local officials said."
401,Military (India),Use conventional military force,India,2016-01-02,"On its part, local authorities have confirmed that the helicopters other equipment in the air base is still secure, indicating that the Indian forces intensified combing operation in the border areas between (Pathankot) and (Gurdaspur) which is located close to the Pakistani border."
402,Air Force (India),Use conventional military force,India,2016-01-02,"Chandigarh, Jan. 3 -- Security agencies have traced the involvement of the shadowy terror outfit Jaishe-Mohammad in the Indian Air Force base attack in Pathankot after intercepting mobile calls made by four terrorists to their handlers in Pakistan."
403,Jaish-e-Mohammad,Use conventional military force,India,2016-01-02,They attacked the base around 3.30 am in the morning.
404,Air Force (India),Use conventional military force,India,2016-01-02,"Chandigarh, Jan. 2 -- Security agencies have traced the involvement of the shadowy terror outfit Jaish-e-Mohammad in the Indian Air Force base attack in Pathankot after intercepting mobile calls made by four terrorists to their handlers in Pakistan."
405,Police (India),Use conventional military force,India,2016-01-02,"Following confirmation of the murders, the police had formed special squads and raided places in Ganjam district and Bhubaneswar to track down the accused."
406,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-02,"Gounder was arrested in a village near Patti on December 20 after cops laid siege to the area, following a tip-off."
407,India,"Arrest, detain, or charge with legal action",Medical Personnel (India),2016-01-02,"Bhubaneswar: Vigilance sleuths of Sambalpur division on Friday arrested a doctor and an attendant of the community health centre (CHC) at Birkera in Sundargarh district on charges of accepting Rs 20,000 bribe from a vehicle owner to release his dues of Rs 1.2 lakh."
408,India,"Arrest, detain, or charge with legal action",Indigenous People (China),2016-01-02,"Patna, Jan 2 (IANS) Two Chinese nationals were arrested in Bihar after they entered India through Nepal without a visa and passport and were caught when taking photographs without permission, police said on Saturday."
409,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-02,"Bhubaneswar: Vigilance sleuths of Sambalpur division on Friday arrested a doctor and an attendant of the community health centre (CHC) at Birkera in Sundargarh district on charges of accepting Rs 20,000 bribe from a vehicle owner to release his dues of Rs 1.2 lakh."
410,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-02,Farooqui was arrested along with two of his cousins at the Dr Babasaheb Ambedkar International Airport in Nagpur.
411,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-02,"Those arrested near Thetu in Prakasam district were one Shankar Naik from Telangana, G. Ravi (36) from Dharmavaram in Anantapur district, G.Nagaraju (36), P.Sridhar (39) and B.Srinath (31), all hailing from Anantapur town."
412,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-02,"Udupi,KARNATAKA The police arrested a person on the charge of threatening and raping his sister-in-law at Kukkundur in Karkala on January 1."
413,Citizen (India),Criticize or denounce,India,2016-01-02,"NAVI MUMBAI: Residents of the posh Kesar Cooperative Housing Society in sector 6, Kharghar, have complained to Cidco about an illegal slum under high tension power cables next to their complex."
414,Pranab Mukherjee,Criticize or denounce,India,2016-01-02,"Text of report by Press Trust of India news agency New Delhi, 2 Jan: Condemning the Pathankot terror attack, President Pranab Mukherjee on Saturday complimented soldiers for their valour and courage while fighting terrorists who made an audacious bid at the Indian Air Force base."
415,Association of American Publishers,Criticize or denounce,India,2016-01-02,"Led by AAP leader Ravi Krishna Reddy, they took out a padayatra from Maddur to Mandya, and protested at Sri Nalwadi Krishnaraja Wadiyar Circle on the Bengaluru-Mysuru highway."
416,Citizen (India),Criticize or denounce,India,2016-01-02,"Dehradun, Jan. 2 -- In a campaign that brought back memories of the famed Chipko Andolan in Uttarakhand hills in the 1970s, over 400 locals embraced trees in the Harbanswala tea estate here to register their protest against the proposed establishment of the smart city in the area."
417,Media Personnel (India),Make statement,India,2016-01-02,"Jammu, Jan. 3 -- A government spokesperson on Saturday said chief minister Mufti Mohammad Sayeed, who is admitted in the All India Institute of Medical Sciences (AIIMS), Delhi, was 'responding well to treatment' and was 'absolutely stable'."
418,Military Personnel (India),Make statement,India,2016-01-02,"There was no official communication on the nature of the firing, even as army officers said that the area is being sanitised."
419,Rajnath Singh,Make statement,India,2016-01-02,"New Delhi, Jan 2 (IANS) Home Minister Rajnath Singh on Saturday said India will not tolerate any terror attack and will give a 'befitting response'."
420,India,Make statement,Narendra Modi,2016-01-02,"He was reacting to the remark of Modi, who while laying the foundation of the 75-km-long Delhi-Meerut expressway on Thursday reportedly said he had plans for building roads to connect Haridwar, Gangotri, Yamnotri and Badrinath."
421,Rajnath Singh,Make statement,Pakistan,2016-01-02,"Singh said the nation wants good and friendly relations with every country, including Pakistan."
422,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2016-01-02,"MUMBAI Says he is not in favour of odd-even car formula in Mumbai arning that the city cannot afford to implement a ‘restrictive’ policy on its citizens like the odd-even car formula of the Delhi government, Chief Minister Devendra Fadnavis on Saturday said Mumbai’s vital mass transit projects must be completed by 2019."
423,India,Make statement,Ministry (India),2016-01-02,Karnataka higher education minister T B Jayachandra on Friday said the state government's proposal to give the college a university status was accepted by the human resources development ministry .
424,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2016-01-02,"He said the Pathankot terror attack was an unfortunate incident, which needed to be condemned harshly."
425,Rajnath Singh,Make statement,India,2016-01-02,"NEW DELHI, Jan. 2 (Xinhua) -- Indian Home Minister Rajnath Singh said Saturday that India would give a 'befitting reply' to the attack upon an air base by some militants earlier on the day."
426,Sanjay Singh,Make statement,India,2016-01-02,Sanjay Singh further said that Centre and Punjab government which are also coalition partners are sleeping over the security on Indo Pak borders whereas Punjab is facing serious danger from terrorists who are continuously coming from across the border.
427,Rajnath Singh,Make statement,India,2016-01-02,"New Delhi: As a group of terrorists launched an attack on Pathankot air base days after India resumed talks with Pakistan, home minister Rajnath Singh said India wants good relations with neighbours but will not tolerate terror attacks."
428,India,Share intelligence or information,Pakistan,2016-01-02,"New Delhi, 1 Jan: India and Pakistan on Friday [1 January] exchanged for the 25th consecutive year a list of their nuclear installations under a bilateral agreement that bars them from attacking each other's atomic facilities."
429,Pakistan,Share intelligence or information,India,2016-01-02,"India and Pakistan on Friday exchanged the customary January 1 lists of prisoners, but Pakistan alleged discrepancy from the Indian side."
430,India,Share intelligence or information,Pakistan,2016-01-02,"India and Pakistan on Friday exchanged the customary January 1 lists of prisoners, but Pakistan alleged discrepancy from the Indian side."
431,Pakistan,Share intelligence or information,India,2016-01-02,"New Delhi, 1 Jan: India and Pakistan on Friday [1 January] exchanged for the 25th consecutive year a list of their nuclear installations under a bilateral agreement that bars them from attacking each other's atomic facilities."
432,India,Praise or endorse,Government (India),2016-01-02,"Friday showed that the city backed the government’s campaign to fight pollution, so two-wheelers will not be exempt in the second phase, transport minister Gopal Rai said."
433,Bangladesh,Express intent to meet or negotiate,India,2016-01-02,Foreign Secretaries of Bangladesh and India will hold a meeting in New Delhi in this month [January] to review different aspects of bilateral ties between the two countries.
434,Business (India),Express intent to meet or negotiate,India,2016-01-02,"TIRUCHI,TAMIL NADU The Tamil Nadu Generation and Distribution Corporation (Tangedco) will hold consumer grievances meetings at the following circle offices in the district as per the following schedule this month: January 5 – Thuraiyur; January 8 – Srirangam; January 12 – Lalgudi and January 19 – Tiruchi Metro."
435,French Army,Express intent to meet or negotiate,India,2016-01-02,A contingent of French Army personnel will arrive at Bikaner in a few days to participate in the exercise.
436,Rajnath Singh,Express intent to meet or negotiate,India,2016-01-02,"New Delhi, Jan. 3 -- Home minister Rajnath Singh will undertake a two-day tour to Assam beginning Sunday during which he will visit some forward areas along the IndoBangladesh border."
437,Foreign Affairs (Bangladesh),Express intent to meet or negotiate,India,2016-01-02,Bangladesh Foreign Secretary [FS] Shahidul Haque will visit New Delhi to join the talks at the end of January.
438,India,Express intent to meet or negotiate,Bangladesh,2016-01-02,Foreign Secretaries of Bangladesh and India will hold a meeting in New Delhi in this month [January] to review different aspects of bilateral ties between the two countries.
439,India,Consult,China,2016-01-02,Defence spokesperson (Ministry of Defence) Col SD Goswami told the Excelsior that top Army officials of India and China met at Chinese Border Meeting Point hut at Moldi Garrison in Chushul sector of Eastern Ladakh this morning and discussed various issues of mutual concern.
440,China,Consult,India,2016-01-02,Defence spokesperson (Ministry of Defence) Col SD Goswami told the Excelsior that top Army officials of India and China met at Chinese Border Meeting Point hut at Moldi Garrison in Chushul sector of Eastern Ladakh this morning and discussed various issues of mutual concern.
441,India,Consult,Pakistan,2016-01-02,There is a sense of déjà vu whenever top leaders of Pakistan and India meet either formally or just ‘by chance’.
442,India,Make an appeal or request,Ramesh Chennithala,2016-01-02,"Kochi,KERALA Crying foul over what is said to be an incident of moral policing, students associated with an artists’ collective, Kalakakshi, have petitioned Home Minister Ramesh Chennithala alleging unprovoked assault by Assistant Commissioner of Police Mattancherry G. Venu early morning on the New Year day."
443,M.M.U. Farooq,Make an appeal or request,Pakistan,2016-01-02,"Hurriyat chairman Mirwaiz Umar Farooq urged New Delhi and Islamabad to solve all issues between them, including the vexed Kashmir issue.”"
444,M.M.U. Farooq,Make an appeal or request,India,2016-01-02,"Hurriyat chairman Mirwaiz Umar Farooq urged New Delhi and Islamabad to solve all issues between them, including the vexed Kashmir issue.”"
445,Tamil (India),Make an appeal or request,India,2016-01-02,"DHARMAPURI,TAMIL NADU The Tamil Nadu Sathunavu Oozhiar Sangam has urged the State Government to fill up all the existing vacancies in the noon meal centres across the State."
446,China,Sign formal agreement,India,2016-01-02,"“The meeting was held in free, congenial and cordial environment in which the two sides decided to build on mutual feeling to uphold treaties and agreements signed between the Governments of India and China from time to time to maintain peace and tranquility along the LAC,” Col Goswami said."
447,India,Sign formal agreement,China,2016-01-02,"“The meeting was held in free, congenial and cordial environment in which the two sides decided to build on mutual feeling to uphold treaties and agreements signed between the Governments of India and China from time to time to maintain peace and tranquility along the LAC,” Col Goswami said."
448,Media (India),Accuse,Pakistan,2016-01-02,"Discussing the terror attack on Pathankot airport base in India's Punjab state, he ironically says that only one minute after the attack, the entire Indian media blamed Pakistan for the attack."
449,Bharatiya Janata,"Express intent to change institutions, regime",India,2016-01-02,"BAREILLY: Bharatiya Janata Party would contest the 2017 assembly elections in Uttar Pradesh on its own and form the next government in the state, said Union minister for minority affairs Mukhtar Abbas Naqvi."
450,Bharatiya Janata,"Express intent to change institutions, regime",India,2016-01-02,"Bareilly: Bharatiya Janata Party would contest the 2017 assembly elections in Uttar Pradesh on its own and form the next government in the state, said Union minister for minority affairs Mukhtar Abbas Naqvi."
451,Terrorist (Pakistan),"Protest violently, riot",India,2016-01-02,"The Pathankot attack comes six months after another terror strike where suspected Pakistani terrorists had sprayed bullets on a moving bus and stormed Dinanagar police station in Gurdaspur district bordering Pakistan, killing six people and injuring eight."
452,Sonia Ghandi,Make a visit,India,2016-01-02,"MUSSOORIE: Away from the media glare and heated political debates of Delhi, Congress president Sonia Gandhi quietly headed to Mussoorie, taking the Nanda Devi Express to Dehradun on the night of December 31 to arrive in the Uttarakhand capital around 7.15 am on the first day of 2016."
453,Amit Shah,Make a visit,India,2016-01-02,"Shah landed at Devi Ahilya Bai Holkar Airport at 10.50 am and was welcomed by BJP general secretary Kailash Vijayvargiya and party’s state president, Nandkumar Chauhan."
454,Manohar Parrikar,Make a visit,India,2016-01-02,"Parrikar, a former chief minister, has been in Goa for the last four days and was to address a meeting of the BJP top brass on Saturday afternoon, rushed to Delhi on Saturday morning following the Pathankot attack to address a meeting of the armed forces' service chiefs."
455,Nawaz Sharif,Make a visit,India,2016-01-02,"Therefore, their reaction was not surprising as the commentary ranged from criticism of the Pakistan Prime Minister Nawaz Sharif for every conceivable folly including running the foreign policy as a 'family' enterprise to questioning the merits of his decision to invite Modi on short notice at the latter's request as he headed home to Delhi from Kabul."
456,Nawaz Sharif,Make a visit,India,2016-01-02,"Therefore, their reaction was not surprising as the commentary ranged from criticism of the Pakistan Prime Minister Nawaz Sharif for every conceivable folly including running the foreign policy as a ‘family’ enterprise to questioning the merits of his decision to invite Modi on short notice at the latter’s request as he headed home to Delhi from Kabul."
457,Deputy Prime Minister Oli,Make a visit,India,2016-01-02,"Both the Nepali and Indian sides are keen to confirm an early date for PM Oli's trip to New Delhi, sources added."
458,Sonia Ghandi,Make a visit,India,2016-01-02,"MUSSOORIE: Away from the media glare and heated political debates of Delhi, Congress president Sonia Gandhi quietly headed to Mussoorie, taking the Nanda Devi Express to Dehradun on the night of December 31 to arrive in the Uttarakhand capital around 7.15am on the first day of 2016."
459,Military (India),Mobilize or increase armed forces,India,2016-01-02,He said vigil has been increased at important installations and additional forces deployed in sensitive areas.
460,Military Personnel - Special (India),Mobilize or increase armed forces,India,2016-01-02,"Additional security forces have been deployed at Visakhapatnam, Tirupati, Kakinada, Nellore, Vijayawada and other places following the fresh attack on IAF Base Camp,” said an officer."
461,India,Host a visit,Sonia Ghandi,2016-01-02,"MUSSOORIE: Away from the media glare and heated political debates of Delhi, Congress president Sonia Gandhi quietly headed to Mussoorie, taking the Nanda Devi Express to Dehradun on the night of December 31 to arrive in the Uttarakhand capital around 7.15 am on the first day of 2016."
462,India,Host a visit,Sonia Ghandi,2016-01-02,"MUSSOORIE: Away from the media glare and heated political debates of Delhi, Congress president Sonia Gandhi quietly headed to Mussoorie, taking the Nanda Devi Express to Dehradun on the night of December 31 to arrive in the Uttarakhand capital around 7.15am on the first day of 2016."
463,India,Host a visit,Nawaz Sharif,2016-01-02,"Therefore, their reaction was not surprising as the commentary ranged from criticism of the Pakistan Prime Minister Nawaz Sharif for every conceivable folly including running the foreign policy as a 'family' enterprise to questioning the merits of his decision to invite Modi on short notice at the latter's request as he headed home to Delhi from Kabul."
464,India,Host a visit,Nawaz Sharif,2016-01-02,"Therefore, their reaction was not surprising as the commentary ranged from criticism of the Pakistan Prime Minister Nawaz Sharif for every conceivable folly including running the foreign policy as a ‘family’ enterprise to questioning the merits of his decision to invite Modi on short notice at the latter’s request as he headed home to Delhi from Kabul."
465,India,Host a visit,Manohar Parrikar,2016-01-02,"Parrikar, a former chief minister, has been in Goa for the last four days and was to address a meeting of the BJP top brass on Saturday afternoon, rushed to Delhi on Saturday morning following the Pathankot attack to address a meeting of the armed forces' service chiefs."
466,India,Host a visit,Deputy Prime Minister Oli,2016-01-02,"Both the Nepali and Indian sides are keen to confirm an early date for PM Oli's trip to New Delhi, sources added."
467,India,Host a visit,Amit Shah,2016-01-02,"Shah landed at Devi Ahilya Bai Holkar Airport at 10.50 am and was welcomed by BJP general secretary Kailash Vijayvargiya and party’s state president, Nandkumar Chauhan."
468,Police (India),Investigate,India,2016-01-02,"Aurangabad: Giving priority to the city's safety and security, the Aurangabad police have started monitoring important streets and squares through 50 closed circuit television (CCTV) cameras that have been installed under the ambitious Safe City project."
469,Police (India),Mobilize or increase police power,India,2016-01-02,"Earlier, police were reluctant to provide firearms to ASI and constables deployed in police control room (PCR) vehicles apprehending that they may misuse them."
470,Citizen (India),Express intent to provide humanitarian aid,India,2016-01-02,"Second option would guide the people/organizations/groups, who want to send relief material to that particular affected area by directing them to the designated collection points or connecting them with local organizations/groups/individuals working there on ground, and providing them information about actual requirements."
471,India,Expel or deport individuals,Citizen (India),2016-01-02,"Ahmedabad: Reshma Patel, who is sitting on a fast for release of jailed PAAS leaders, alleged mental harassment by Ramol police.She charged the cops with pressurizing residents of Trikamnagar Society to evict her from their premises where she was sitting on the fast."
472,Minister Prabhu,Make optimistic comment,India,2016-01-02,"He hoped that during this 3-4 years period, railways would be able to absorb the impact from their resources through gradual adjustment of fares and other non-tariff revenue measures."
473,Police (India),Provide humanitarian aid,India,2016-01-02,"HYDERABAD,TELANGANA Eleven children, who were apparently working in bangle-making unit in Bhavaninagar of old city, were rescued by the police following a raid on the premises on Saturday."
474,Police (India),Confiscate property,India,2016-01-02,"Acting on a tip off, the police raided a house at Salam Chowk area in Amannagar under Bhavaninagar police station area and found the children, aged between 12 years and 14 years, engaged in bangle-making."
475,India,Express intent to de-escalate military engagement,Pakistan,2016-01-02,"The Sena's jibe was directed at Union home minister Rajnath Singh, who, in response to Saturday morning's terror attack, said while India wanted peace with Pakistan, it would give it a befitting reply to the attempt by terrorists to storm the Indian Air Force (IAF) base in Pathankot."
476,Police (India),Make statement,India,2016-01-03,A senior police officer said there was intensive checking of suspicious vehicles and persons by the district police at the outermost cordon of the air base.
477,Public Works (India),Make statement,India,2016-01-03,He said that facilities for post-graduate studies in Ayurveda would be improved.
478,Ahmed Patel,Make statement,India,2016-01-03,"SURAT: Ahmed Patel, Congress MP in Rajya Sabha, on Saturday said the terror attack on Indian Air Force base in Pathankot, Punjab, by militants from across the border gives rise to several questions."
479,Police (India),Make statement,India,2016-01-03,Police said a neighbour's cleaner had accidentally turned on the ignition of the car and pressed the gas pedal instead of the brake while he was trying to reverse it.
480,Oommen Chandy,Make statement,India,2016-01-03,"Briefing the media on Sunday on the institute campus, now nearing completion, Mr. Chandy said the 10.6 acre campus already has 1.75 lakh sq.ft."
481,Media Personnel (India),Make statement,India,2016-01-03,"Jammu, Jan. 3 -- A government spokesperson on Saturday said chief minister Mufti Mohammad Sayeed, who is admitted in the All India Institute of Medical Sciences (AIIMS), Delhi, was 'responding well to treatment' and was 'absolutely stable'."
482,Durgadas Kamat,Make statement,India,2016-01-03,"He said that an airForce station clearly means air force airport where jet fighters, etc. would be parked for emergency situations."
483,Sartaj Aziz,Make statement,India,2016-01-03,"New Delhi, Jan. 4 -- Pakistan prime minister's adviser on foreign affairs, Sartaj Aziz, has said his country will focus on consolidating the peace process with India, hours after four terrorists suspected to be from across the border attacked an air base in Punjab's Pathankot."
484,Syed Ali Shah Geelani,Make statement,India,2016-01-03,"Speaking to The Hindu , the State’s septuagenarian separatist leader Syed Ali Shah Geelani said the Pathankot violence should not be linked with the talks."
485,United States,Make statement,Pakistan,2016-01-03,The U.S has always maintained that Pakistan requires to do more to rein in terrorists who target neighbouring countries.
486,Rajnath Singh,Make statement,India,2016-01-03,"Later addressing a rally, Singh said India had been ensuring the security of and protection to the Hindu migrants who had fled Bangladesh and taken shelter in India."
487,Bharatiya Janata,Make statement,India,2016-01-03,"Gorakhpur, Jan. 3 -- Firebrand Bharatiya Janata Party (BJP) MP Yogi Adityanath on Saturday said the terror attack on Pathankot Air base station in Punjab showed that Pakistan was not governed by its prime minister and elected public representatives but by terrorist organisations and ISIS, the extremist group from Syria."
488,Sartaj Aziz,Make statement,India,2016-01-03,"New Delhi, Jan. 3 -- Pakistan prime minister's adviser on foreign affairs, Sartaj Aziz, has said his country will focus on consolidating the peace process with India, hours after five terrorists suspected to be from across the border attacked an air base in Pathankot."
489,Bharatiya Janata,Make statement,Pakistan,2016-01-03,"Gorakhpur: Gorakhpur BJP MP Yogi Adityanath on Saturday said that despite India’s best efforts, Pakistan would never change its policy of proxy war against it."
490,Foreign Affairs (India),Make statement,India,2016-01-03,"In response, Indian Ambassador Rae said India has also wanted to the end of border blockade soon, said Dahal's chief personal aide, Jokh Bahadur Mahara, quoting Ambassador Rae."
491,India,Make an appeal or request,Deputy Prime Minister Oli,2016-01-03,"She also came down heavily on India, saying that on the one hand, New Delhi invited PM Oli to pay a visit, while it, on the other hand, imposed a blockade on Nepal, plunging Nepalis into a severe crisis."
492,India,Make an appeal or request,Government (India),2016-01-03,"DINDIGUL,TAMIL NADU The Democratic Youth Federation of India (DYFI), the youth wing of the Communist Party of India (Marxist), has appealed to the State government to protect waterbodies and natural resources and prevent illegal mining of sand and minerals."
493,Military Personnel - Special (India),Use conventional military force,India,2016-01-03,"'The smoke can be seen coming from a building which was blown up by security forces to eliminate the last terrorist,' a police officer said."
494,Inter-Services Intelligence,Use conventional military force,India,2016-01-03,"Reports said Pakistan’s intelligence agency, the ISI, had called for cooperation between all terror groups to carry out attacks in India during this meeting."
495,Terrorist (Pakistan),Use unconventional violence,India,2016-01-03,"All four suspected Pakistani terrorists, who had launched the attack on the airbase in the state's town of Pathankot, were killed Saturday after a five-hour gun battle."
496,Terrorist (Pakistan),Use unconventional violence,India,2016-01-03,"NEW DELHI: Fresh gunshots were heard while an Improvised Explosive Device exploded on Sunday during the combing operation at the Indian Air Force frontier base in Punjab's Pathankot, which was attacked by Pakistani terrorists on Saturday."
497,Militant (India),Use unconventional violence,India,2016-01-03,"Indian government announced on Sunday the imposition of the state of alert in key installations, bus, rail, one day after the militants to launch an attack on an Air Force base in northwest India."
